APP,VSZ(GB),RSS(GB)
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,37.98
bc_28,38.77,36.78
bc_28,39.77,38.58
bc_28,39.77,38.63
bc_28,39.77,38.65
bc_28,39.77,38.68
bc_28,39.77,38.69
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,34.78,34.18
bc_28,38.77,37.45
bc_28,39.77,38.60
bc_28,39.77,38.64
bc_28,39.77,38.66
bc_28,39.77,38.68
bc_28,39.77,38.70
bc_28,39.77,38.71
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,36.78,35.53
bc_28,38.77,37.05
bc_28,39.77,38.59
bc_28,39.77,38.65
bc_28,39.77,38.69
bc_28,39.77,38.72
bc_28,39.77,38.74
bc_28,39.77,38.76
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,37.77,36.57
bc_28,38.77,36.95
bc_28,39.77,38.59
bc_28,39.77,38.65
bc_28,39.77,38.68
bc_28,39.77,38.71
bc_28,39.77,38.73
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,34.57
bc_28,39.77,37.67
bc_28,39.77,38.61
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,34.76
bc_28,39.77,37.82
bc_28,39.77,38.61
bc_28,39.77,38.64
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.86
bc_28,38.77,36.10
bc_28,39.77,38.56
bc_28,39.77,38.61
bc_28,39.77,38.64
bc_28,39.77,38.67
bc_28,39.77,38.68
bc_28,39.77,38.70
bc_28,39.77,38.71
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,38.00
bc_28,38.77,35.94
bc_28,39.77,38.56
bc_28,39.77,38.62
bc_28,39.77,38.67
bc_28,39.77,38.71
bc_28,39.77,38.74
bc_28,39.77,38.76
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.49
bc_28,38.77,36.18
bc_28,39.77,38.56
bc_28,39.77,38.62
bc_28,39.77,38.65
bc_28,39.77,38.67
bc_28,39.77,38.69
bc_28,39.77,38.70
bc_28,39.77,38.71
bc_28,39.77,38.73
bc_28,39.77,38.74
bc_28,39.77,38.75
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,38.77,38.00
bc_28,38.77,36.58
bc_28,39.77,38.56
bc_28,39.77,38.63
bc_28,39.77,38.67
bc_28,39.77,38.70
bc_28,39.77,38.72
bc_28,39.77,38.73
bc_28,39.77,38.75
bc_28,39.77,38.76
bc_28,39.77,38.77
bc_28,39.77,38.78
bc_28,39.77,38.79
bc_28,39.77,38.80
bc_28,39.77,38.81
bc_28,39.77,38.82
bc_28,39.77,38.83
bc_28,39.77,38.83
bc_28,39.77,38.84
bc_28,39.77,38.84
bc_28,39.77,38.85
bc_28,39.77,38.85
bc_28,39.77,38.86
bc_28,39.77,38.86
bc_28,39.77,38.87
bc_28,39.77,38.87
bc_28,39.77,38.88
bc_28,39.77,38.88
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.89
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.90
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.91
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.92
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.93
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.94
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.95
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.96
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.97
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.98
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,38.99
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,38.19
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
bc_28,39.77,39.00
